,text,sentiment_score,sentiment_category
8314,daily update published state reported k test k case reported death number currently hospitalized patient continues fall http co jqsl opj,-4.0,negative
8315,new case covid lagos kano zamfara fct katsina taraba borno ogun oyo edo kaduna bauchi adamawa gombe plateau sokoto kebbi confirmed case covid nigeria discharged death http co whwe fe v,-2.0,negative
8316,doug ford reveals stage plan open school lower drinking age onpoli covid http co ab xqvh http co llj im,0.0,neutral
8317,passenger complaining charging social distancing air india flight,-2.0,negative
8318,rodrigo maia president lower house congress brazil voted law forbids president close border,0.0,neutral
8319,reported nc dhhs telling hospital decide elective surgery eligible receive ppe state heavy hand government hope secretary cohen reverse course ncdhhs covid nc ncpol,2.0,positive
8320,lot discussion death continuing trend case surged chart provides partial answer happening falling number ne offsetting rising death az tx fl http co hmzkhzxtps,-5.0,negative
8321,rt factchecknet good news factchecknet chatbot whatsapp speaks portuguese fact check covid,3.0,positive
8322,global death count covid much lower disease including tuberculosis hepatitis b pneumonia hiv aid malaria many others,-3.0,negative
8323,rt mohfw india indiafightscorona india continues scale new peak covid test lakh sample tested daily,0.0,neutral
8324,coronavirus schoolchildren parent could among group prioritised covid test say cabinet minister http co qgurh nrim,0.0,neutral
8325,covid case going testing going,0.0,neutral
8326,unexpected finding cytokine storm covid week clinical trend http co xu jldxvw http co b hh qwyr,0.0,neutral
8327,men scramble find personality cdc suggests shaving beard stop coronavirus covid coronavirusupdates http co mp spdaktl http co wezxq kbdc,-1.0,negative
8328,uncomfortable evidence getting covid test could cause anything serious temporary irritation http co fq ylo wu,-2.0,negative
8329,per hmoindia guideline person yr age person comorbidities etc advised stay home except essential health purpose http co sw jhaq ac kindly refer health advisory elderly population covid http co furgmzfqfq http co vu xspc pf,0.0,neutral
8330,expert nanavati hospital giving four common treatment patient,0.0,neutral
8331,percent test coming back positive rising decisively every region northeast well http co rq kx g va,2.0,positive
8332,president today would taking china word come coronavirus american scientist health expert allowed country determine virus started help contain spread http co usgkv wug,2.0,positive
8333,breaking coleen rooney confirms launched investigation whether china tried cover coronavirus outbreak http co tobfphyfmk,-1.0,negative
8334,case bring new zealand total number confirmed case covid number report world health organization one new zealand receiving hospital level care covid,2.0,positive
8335,cm pay eligible clinician telling patient isolate awaiting result covid test http co osovqfbe,-1.0,negative
8336,rt drkhabbazcdc new study cdcgov pathologist found virus cause covid lodge deep lung also,0.0,neutral
8337,china seek court approval kill coronavirus patient,-1.0,negative
8338,coronavirusupdates indiafightscorona india test lakh sample covid last hour http co snnp l nr pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts icmrdelhi mygovindia covidnewsbymib covidindiaseva,0.0,neutral
8339,positive test united state see ny dominance well variability across country remember number positive result shaped total number test plateaued april le k day http co omsj ej ui,5.0,positive
8340,angiotensin converting enzyme ace covid gate way multiple organ failure syndrome http co chrmwff vf thewiderwiserview http co q hnaqu je,-2.0,negative
8341,gathering people continue wedding service funeral tangihanga physical distancing public health measure maintained inter regional travel highly limited example essential worker limited exemption others,-3.0,negative
8342,nearly half missouri county reported positive covid case,2.0,positive
8343,state reported death day average fell lowest since early april http co mrehd byvj,-3.0,negative
8344,needed refer people make contact finding service invalid phone number already referred finding service,0.0,neutral
8345,healthworkers fighting day night keep u safe covid take minute today say thankshealthheroes http co ibeefhuzz,-1.0,negative
8346,going hang friend wearamask help protect covid ask wear mask help protect help keep others healthy covid pandemic learn http co l eipkb maskingforafriend worldmaskweek http co dxfvdgc,11.0,positive
8347,rt surgeon general question covid find answer commonly asked question http co gjnc rsl http c,0.0,neutral
8348,received death threat speak bat responsible covid http co qd dzg fcx,-2.0,negative
8349,total number confirmed case covid number report world health organization yesterday laboratory processed test covid bringing total number test completed date,0.0,neutral
8350,maintain social distancing indoors reason additional mask top,2.0,positive
8351,mmaniac please let u know find error sometimes reason discrepancy state data always want hear possible mistake alexismadrigal,-2.0,negative
8352,totheno day cumulative right undercount sure much maybe unless state tell u say sure alexismadrigal,0.0,neutral
8353,thepolldude ktwopines always adhere science fda stated longer reasonable believe hydroxychloroquine chloroquine effective treating covid revoked emergency use authorization medication,0.0,neutral
8354,mike pompeo launch fresh attack coronavirus http co whpjolitbx,0.0,neutral
8355,official release edited coronavirus reopening guidance http co xm beezav,0.0,neutral
8356,male security guard highest risk coronavirus new report say http co mlan fcqz http co wka rxjy,-2.0,negative
8357,professor chris whitty reminds public coronavirus respect age gender geographical boundary harry style hope becoming serious artiste http co olqoghibeq,4.0,positive
8358,thyrocare lab thane sealed giving false covid positive report,1.0,positive
8359,hallmark channel cause weight gain woman http co vb nafm coronavirus obesewomen hallmark,2.0,positive
8360,heart touching pic internet broken heart corona infected motherloudly cry face mother mother mother loveheart suitheart suit,-4.0,negative
8361,jo doria governor paulo signed contract sinovac develop vaccine covid august therefore knew disease part chinese conspiracy,-4.0,negative
8362,goal mechanism deliver least billion dos safe effective vaccine end government invest trillion economic stimulus covax facility offer huge return investment drtedros covid http co oxsq ihpbl,4.0,positive
